formula_id,stage,source_v4_line,source_v4_section,lhs,rhs,formula_line,parents,state_type,formula_role,observable,status,notes
V5_0262,tower_mill,1411,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,agg_tm_cyclone_feed_flow,meas(Q_pump),agg_tm_cyclone_feed_flow = meas(Q_pump),meas;Q_pump,dcs,executable,yes,canonical,
V5_0263,tower_mill,1410,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,agg_tm_cyclone_feed_pressure,meas(P_cyc),agg_tm_cyclone_feed_pressure = meas(P_cyc),meas;P_cyc,dcs,executable,yes,canonical,
V5_0264,tower_mill,1427,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,agg_tm_cyclone_overflow_pool_level,meas(L_ov_pool),agg_tm_cyclone_overflow_pool_level = meas(L_ov_pool),meas;L_ov_pool,dcs,executable,yes,canonical,
V5_0265,tower_mill,1414,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,agg_tm_cyclone_pool_level,meas(L_pool),agg_tm_cyclone_pool_level = meas(L_pool),meas;L_pool,dcs,executable,yes,canonical,
V5_0266,tower_mill,1415,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,agg_tm_cyclone_pool_valve_setpoint,meas(u_water_sp),agg_tm_cyclone_pool_valve_setpoint = meas(u_water_sp),meas;u_water_sp,dcs,executable,yes,canonical,
V5_0267,tower_mill,1413,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,agg_tm_cyclone_pump_current,meas(I_pump_phys),agg_tm_cyclone_pump_current = meas(I_pump_phys),meas;I_pump_phys,dcs,executable,yes,canonical,
V5_0268,tower_mill,1412,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,agg_tm_cyclone_pump_freq,meas(f_pump),agg_tm_cyclone_pump_freq = meas(f_pump),meas;f_pump,dcs,executable,yes,canonical,
V5_0269,tower_mill,1418,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,agg_tm_cyclone_sand_valve_feedback,meas(u_sand),agg_tm_cyclone_sand_valve_feedback = meas(u_sand),meas;u_sand,dcs,executable,yes,canonical,
V5_0270,tower_mill,1417,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,agg_tm_cyclone_sand_valve_setpoint,meas(u_sand_sp),agg_tm_cyclone_sand_valve_setpoint = meas(u_sand_sp),meas;u_sand_sp,dcs,executable,yes,canonical,
V5_0271,tower_mill,1419,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,agg_tm_cyclone_sand_water_flow,meas(Q_sand_water_phys),agg_tm_cyclone_sand_water_flow = meas(Q_sand_water_phys),meas;Q_sand_water_phys,dcs,executable,yes,canonical,
V5_0272,tower_mill,1420,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,agg_tm_motor_current,meas(I_tm_phys),agg_tm_motor_current = meas(I_tm_phys),meas;I_tm_phys,dcs,executable,yes,canonical,
V5_0273,tower_mill,1428,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,agg_tm_overflow_pump_current,meas(I_ov_pump_phys),agg_tm_overflow_pump_current = meas(I_ov_pump_phys),meas;I_ov_pump_phys,dcs,executable,yes,canonical,
V5_0274,tower_mill,1421,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,agg_tm_reducer_oil_temp,meas(T_oil),agg_tm_reducer_oil_temp = meas(T_oil),meas;T_oil,dcs,executable,yes,canonical,
V5_0275,tower_mill,1422,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,agg_tm_reducer_outlet_temp,meas(T_oil_out),agg_tm_reducer_outlet_temp = meas(T_oil_out),meas;T_oil_out,dcs,executable,yes,canonical,
V5_0276,flotation,1540,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,air_filter_fouling,"clip(air_filter_fouling_prev+dt*d(air_filter_fouling)/dt,0,1)","air_filter_fouling = clip(air_filter_fouling_prev+dt*d(air_filter_fouling)/dt,0,1)",air_filter_fouling_prev;d,derived,executable,no,canonical,
V5_0277,tower_mill,1329,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,alpha_ov,"clip( sigmoid(kF*(F325_feed-F325_ref)+kP*(P_cyc-P_ref)-kC*(C_feed-C_ref)-kmu*(mu_feed-mu_ref)), 0,1)","alpha_ov = clip( sigmoid(kF*(F325_feed-F325_ref)+kP*(P_cyc-P_ref)-kC*(C_feed-C_ref)-kmu*(mu_feed-mu_ref)), 0,1)",kF;F325_feed;F325_ref;kP;P_cyc;P_ref;kC;C_feed;C_ref;kmu;mu_feed;mu_ref,derived,executable,no,canonical,
V5_0278,tower_mill,1336,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,alpha_ov_water,"clip(alpha_ov*k_water_split,0,1)","alpha_ov_water = clip(alpha_ov*k_water_split,0,1)",alpha_ov;k_water_split,derived,executable,no,canonical,
V5_0279,boundary,315,4. 入口边界因果模型 / ,"availability_iin{0,1},i","1,2,3","availability_i in {0,1}, i=1,2,3",,derived,executable,no,canonical,
V5_0280,flotation,1464,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,bed_mass_s,M_NT_solid_s-M_NT_solid_ref,bed_mass_s = M_NT_solid_s-M_NT_solid_ref,M_NT_solid_s;M_NT_solid_ref,derived,executable,no,canonical,
V5_0281,flotation,1542,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,blower_load_share_b,"blower_on_b*blower_capacity_b/max(sum_b(blower_on_b*blower_capacity_b),eps)","blower_load_share_b = blower_on_b*blower_capacity_b/max(sum_b(blower_on_b*blower_capacity_b),eps)",blower_on_b;blower_capacity_b;sum_b,derived,executable,no,canonical,
V5_0282,flotation,1662,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,blower_power_share1,"P_blower_power_total*Q_air_total_s1/max(Q_air_total,eps)","blower_power_share1 = P_blower_power_total*Q_air_total_s1/max(Q_air_total,eps)",P_blower_power_total;Q_air_total_s1;Q_air_total,derived,executable,no,canonical,
V5_0283,flotation,1663,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,blower_power_share2,"P_blower_power_total*Q_air_total_s2/max(Q_air_total,eps)","blower_power_share2 = P_blower_power_total*Q_air_total_s2/max(Q_air_total,eps)",P_blower_power_total;Q_air_total_s2;Q_air_total,derived,executable,no,canonical,
V5_0284,flotation,1545,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,blower_speed_b,blower_speed_sp_b+(blower_speed_prev_b-blower_speed_sp_b)*exp(-dt/tau_blower_speed_b),blower_speed_b = blower_speed_sp_b+(blower_speed_prev_b-blower_speed_sp_b)*exp(-dt/tau_blower_speed_b),blower_speed_sp_b;blower_speed_prev_b;tau_blower_speed_b,derived,executable,no,canonical,
V5_0285,flotation,1544,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,blower_speed_sp_b,"clip(speed_nom_b+KP_header_b*(P_header_sp-P_header)+KQ_blower_b*(Q_blower_b-Q_blower_ref_b),speed_min_b,speed_max_b)","blower_speed_sp_b = clip(speed_nom_b+KP_header_b*(P_header_sp-P_header)+KQ_blower_b*(Q_blower_b-Q_blower_ref_b),speed_min_b,speed_max_b)",speed_nom_b;KP_header_b;P_header_sp;P_header;KQ_blower_b;Q_blower_b;Q_blower_ref_b;speed_min_b;speed_max_b,derived,executable,no,canonical,
V5_0286,global,238,2. 全局变量分类 / 2.2 隐藏物料状态,buffer_capacity,b0 + b_carb*r_carb + b_sil*r_sil + b_clay*clay + b_C*C + b_flow*M_solid,buffer_capacity = b0 + b_carb*r_carb + b_sil*r_sil + b_clay*clay + b_C*C + b_flow*M_solid,b0;b_carb;r_carb;b_sil;r_sil;b_clay;clay;b_C;b_flow;M_solid,derived,definition,no,canonical,
V5_0287,flotation,1519,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,buffer_capacity_s,b0+b_carb*r_carb_s+b_sil*r_sil_s+b_clay*clay_s+b_C*C_s+b_flow*M_feed_solid_s,buffer_capacity_s=b0+b_carb*r_carb_s+b_sil*r_sil_s+b_clay*clay_s+b_C*C_s+b_flow*M_feed_solid_s,b0;b_carb;r_carb_s;b_sil;r_sil_s;b_clay;clay_s;b_C;C_s;b_flow;M_feed_solid_s,derived,executable,no,canonical,
V5_0288,magnetic,518,5. 磁选因果模型 / 5.3 分选公式,capture_j,sigmoid(a0_j+aB_j*log(B_eff/B_ref)+aL_j*log(Liberation_j/L_ref) +aSize_j*(F200-F200_ref)+aC_j*(C-C_ref)-aQ_j*(Q_feed-Q_ref)),capture_j=sigmoid(a0_j+aB_j*log(B_eff/B_ref)+aL_j*log(Liberation_j/L_ref) +aSize_j*(F200-F200_ref)+aC_j*(C-C_ref)-aQ_j*(Q_feed-Q_ref)),a0_j;aB_j;B_eff;B_ref;aL_j;Liberation_j;L_ref;aSize_j;F200;F200_ref;aC_j;C_ref;aQ_j;Q_feed;Q_ref,derived,executable,no,manual_promoted,Manually promoted from concept/reference coverage review into executable formulas.
V5_0289,tower_mill,1357,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,circulating_load,"clip(inst_circ_load,0.0,5.0)","circulating_load = clip(inst_circ_load,0.0,5.0)",inst_circ_load,derived,executable,no,canonical,
V5_0290,tower_mill,1323,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,circulating_load_lag,"delay(circulating_load,L_sand_control)","circulating_load_lag = delay(circulating_load,L_sand_control)",circulating_load;L_sand_control,derived,executable,no,canonical,
V5_0291,magnetic,1224,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,clog_buildup,"c0 + c_clay*clay + c_f25*f25 + c_C*C + c_load*Q_feed/max(Q_ref,eps)","clog_buildup = c0 + c_clay*clay + c_f25*f25 + c_C*C + c_load*Q_feed/max(Q_ref,eps)",c0;c_clay;clay;c_f25;f25;c_C;c_load;Q_feed;Q_ref,derived,executable,no,canonical,
V5_0292,magnetic,1230,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,clog_wash,"c_flush_Q*Q_flush_prev/max(Q_flush_ref,eps) + c_pul_clog*f_pul_prev/max(f_pul_ref,eps)","clog_wash = c_flush_Q*Q_flush_prev/max(Q_flush_ref,eps) + c_pul_clog*f_pul_prev/max(f_pul_ref,eps)",c_flush_Q;Q_flush_prev;Q_flush_ref;c_pul_clog;f_pul_prev;f_pul_ref,derived,executable,no,canonical,
V5_0293,magnetic,534,5. 磁选因果模型 / 5.3 分选公式,conc_j,R_hm_j*feed_j+Entr*Gangue*entr_share_j,conc_j=R_hm_j*feed_j+Entr*Gangue*entr_share_j,R_hm_j;feed_j;Entr;Gangue;entr_share_j,derived,executable,no,manual_promoted,Manually promoted from concept/reference coverage review into executable formulas.
V5_0294,flotation,1539,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,d(air_filter_fouling)/dt,k_dust*Q_air_total-event_filter_clean*cleaning_rate_filter,d(air_filter_fouling)/dt = k_dust*Q_air_total-event_filter_clean*cleaning_rate_filter,k_dust;Q_air_total;event_filter_clean;cleaning_rate_filter,derivative,executable,no,canonical,
V5_0295,tower_mill,1328,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,d50,"d50_ref*(P_ref/max(P_cyc,eps))^aP*(C_feed/C_ref)^aC*(mu_feed/mu_ref)^amu","d50 = d50_ref*(P_ref/max(P_cyc,eps))^aP*(C_feed/C_ref)^aC*(mu_feed/mu_ref)^amu",d50_ref;P_ref;P_cyc;aP;C_feed;C_ref;aC;mu_feed;mu_ref;amu,derived,executable,no,canonical,
V5_0297,flotation,1620,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"dL_cell_{s,c}/dt","(Q_in_cell_{s,c}-Q_out_cell_{s,c}-Q_froth_cell_{s,c})/A_cell_c","dL_cell_{s,c}/dt=(Q_in_cell_{s,c}-Q_out_cell_{s,c}-Q_froth_cell_{s,c})/A_cell_c","Q_in_cell_{s,c};Q_out_cell_{s,c};Q_froth_cell_{s,c};A_cell_c",derivative,executable,no,canonical,
V5_0298,flotation,1510,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,dL_k6_s/dt,(Q_k6_refill_s-Q_k6_consumption_s)/A_k6,dL_k6_s/dt = (Q_k6_refill_s-Q_k6_consumption_s)/A_k6,Q_k6_refill_s;Q_k6_consumption_s;A_k6,derivative,executable,no,canonical,
V5_0299,magnetic,1242,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,dL_mag/dt,(Q_feed-Q_tail-Q_conc)/A_mag,dL_mag/dt = (Q_feed-Q_tail-Q_conc)/A_mag,Q_feed;Q_tail;Q_conc;A_mag,derivative,executable,no,canonical,
V5_0300,tower_mill,1401,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,dL_ov_pool/dt,(Q_overflow-Q_ov_pump)/A_ov_pool,dL_ov_pool/dt = (Q_overflow-Q_ov_pump)/A_ov_pool,Q_overflow;Q_ov_pump;A_ov_pool,derivative,executable,no,canonical,
V5_0301,tower_mill,1311,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,dL_pool/dt,(Q_in+Q_return_sand+Q_water-Q_pump)/A_pool,dL_pool/dt = (Q_in+Q_return_sand+Q_water-Q_pump)/A_pool,Q_in;Q_return_sand;Q_water;Q_pump;A_pool,derivative,executable,no,canonical,
V5_0302,flotation,1637,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"dL_pool_{s,k}/dt","(Q_in_pool_{s,k}-Q_pump_pool_{s,k})/A_pool_k","dL_pool_{s,k}/dt=(Q_in_pool_{s,k}-Q_pump_pool_{s,k})/A_pool_k","Q_in_pool_{s,k};Q_pump_pool_{s,k};A_pool_k",derivative,executable,no,canonical,
V5_0304,flotation,1451,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,dM_NT_solid_s/dt,M_NT_in_solid_s-M_NT_under_solid_s-M_NT_over_solid_s,dM_NT_solid_s/dt = M_NT_in_solid_s-M_NT_under_solid_s-M_NT_over_solid_s,M_NT_in_solid_s;M_NT_under_solid_s;M_NT_over_solid_s,derivative,executable,no,canonical,
V5_0306,flotation,1614,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"dM_cell_j_{s,c}/dt","feed_j_rate_{s,c}-froth_j_rate_{s,c}-tail_j_rate_{s,c}","dM_cell_j_{s,c}/dt=feed_j_rate_{s,c}-froth_j_rate_{s,c}-tail_j_rate_{s,c}","feed_j_rate_{s,c};froth_j_rate_{s,c};tail_j_rate_{s,c}",derivative,executable,no,canonical,
V5_0308,flotation,1452,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,dV_NT_water_s/dt,Q_NT_in_water_s-Q_NT_under_water_s-Q_NT_over_water_s,dV_NT_water_s/dt = Q_NT_in_water_s-Q_NT_under_water_s-Q_NT_over_water_s,Q_NT_in_water_s;Q_NT_under_water_s;Q_NT_over_water_s,derivative,executable,no,canonical,
V5_0309,global,144,2. 全局变量分类 / 2.1 外生变量,dWI_i,theta_WI*(WI_target_i-WI_i)*dt + sigma_WI*dW_WI_i,dWI_i = theta_WI*(WI_target_i-WI_i)*dt + sigma_WI*dW_WI_i,theta_WI;WI_target_i;WI_i;sigma_WI;dW_WI_i,derived,definition,no,canonical,
V5_0310,global,145,2. 全局变量分类 / 2.1 外生变量,dclay_i,theta_clay*(clay_target_i-clay_i)*dt + sigma_clay*dW_clay_i,dclay_i = theta_clay*(clay_target_i-clay_i)*dt + sigma_clay*dW_clay_i,theta_clay;clay_target_i;clay_i;sigma_clay;dW_clay_i,derived,definition,no,canonical,
V5_0311,tower_mill,1377,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,delta_T_mill,"P_mech*k_heat_conv/max(Q_pump*rho_feed*Cp_slurry,eps)","delta_T_mill = P_mech*k_heat_conv/max(Q_pump*rho_feed*Cp_slurry,eps)",P_mech;k_heat_conv;Q_pump;rho_feed;Cp_slurry,derived,executable,no,canonical,
V5_0313,flotation,1504,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,dose_DF_K6_effective_s,"dose_DF_K6_effective_prev_s+(dt/max(tau_adsorption_K6_s,eps))*(dose_DF_K6_s-dose_DF_K6_effective_prev_s)","dose_DF_K6_effective_s = dose_DF_K6_effective_prev_s+(dt/max(tau_adsorption_K6_s,eps))*(dose_DF_K6_s-dose_DF_K6_effective_prev_s)",dose_DF_K6_effective_prev_s;tau_adsorption_K6_s;dose_DF_K6_s,derived,executable,no,canonical,
V5_0315,flotation,1503,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,dose_TD_effective_s,"dose_TD_effective_prev_s+(dt/max(tau_adsorption_TD_s,eps))*(dose_TD_s-dose_TD_effective_prev_s)","dose_TD_effective_s = dose_TD_effective_prev_s+(dt/max(tau_adsorption_TD_s,eps))*(dose_TD_s-dose_TD_effective_prev_s)",dose_TD_effective_prev_s;tau_adsorption_TD_s;dose_TD_s,derived,executable,no,canonical,
V5_0318,flotation,1493,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,dose_need_DF_K6_s,d0_k6+Kslime_k6*f25_s+Ksil_k6*r_sil_s+Kcarb_k6*r_carb_s+Kselect_k6*(selectivity_ref-selectivity_proxy_s),dose_need_DF_K6_s = d0_k6+Kslime_k6*f25_s+Ksil_k6*r_sil_s+Kcarb_k6*r_carb_s+Kselect_k6*(selectivity_ref-selectivity_proxy_s),d0_k6;Kslime_k6;f25_s;Ksil_k6;r_sil_s;Kcarb_k6;r_carb_s;Kselect_k6;selectivity_ref;selectivity_proxy_s,derived,executable,no,canonical,
V5_0320,flotation,1492,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,dose_need_TD_clean_s,d0_td_c+Kproxy_td*(quality_proxy_ref-quality_proxy_s)+Kdiff_clean*floatability_difficulty_s+operator_trim_td_clean_s,dose_need_TD_clean_s = d0_td_c+Kproxy_td*(quality_proxy_ref-quality_proxy_s)+Kdiff_clean*floatability_difficulty_s+operator_trim_td_clean_s,d0_td_c;Kproxy_td;quality_proxy_ref;quality_proxy_s;Kdiff_clean;floatability_difficulty_s;operator_trim_td_clean_s,derived,executable,no,canonical,
V5_0322,flotation,1491,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,dose_need_TD_rough_s,"d0_td_r+Kload_td*M_feed_solid_s+Kdiff_td*floatability_difficulty_s+Kfroth_td*(h_ref-mean_c(h_froth_lag_{s,c}))+operator_trim_td_s+PRBS_TD_s","dose_need_TD_rough_s = d0_td_r+Kload_td*M_feed_solid_s+Kdiff_td*floatability_difficulty_s+Kfroth_td*(h_ref-mean_c(h_froth_lag_{s,c}))+operator_trim_td_s+PRBS_TD_s","d0_td_r;Kload_td;M_feed_solid_s;Kdiff_td;floatability_difficulty_s;Kfroth_td;h_ref;mean_c;h_froth_lag_{s,c};operator_trim_td_s;PRBS_TD_s",derived,executable,no,canonical,
V5_0324,flotation,1522,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,dose_need_cao_s,d0_cao+Kcarb_cao*r_carb_s+Ksil_cao*r_sil_s+Kbuf_cao*buffer_capacity_s,dose_need_cao_s=d0_cao+Kcarb_cao*r_carb_s+Ksil_cao*r_sil_s+Kbuf_cao*buffer_capacity_s,d0_cao;Kcarb_cao;r_carb_s;Ksil_cao;r_sil_s;Kbuf_cao;buffer_capacity_s,derived,executable,no,canonical,
V5_0326,flotation,1521,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,dose_need_naoh_s,d0_naoh+Kp_pH*(pH_sp_s-pH_lag_s)+Kbuf_naoh*buffer_capacity_s+Kflow_naoh*M_feed_solid_s,dose_need_naoh_s=d0_naoh+Kp_pH*(pH_sp_s-pH_lag_s)+Kbuf_naoh*buffer_capacity_s+Kflow_naoh*M_feed_solid_s,d0_naoh;Kp_pH;pH_sp_s;pH_lag_s;Kbuf_naoh;buffer_capacity_s;Kflow_naoh;M_feed_solid_s,derived,executable,no,canonical,
V5_0327,flotation,1524,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"dose_need_{s,cao}",dose_need_cao_s,"dose_need_{s,cao}=dose_need_cao_s",dose_need_cao_s,derived,executable,no,canonical,
V5_0328,flotation,1497,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"dose_need_{s,k6_rough}",dose_need_DF_K6_s,"dose_need_{s,k6_rough}=dose_need_DF_K6_s",dose_need_DF_K6_s,derived,executable,no,canonical,
V5_0329,flotation,1523,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"dose_need_{s,naoh}",dose_need_naoh_s,"dose_need_{s,naoh}=dose_need_naoh_s",dose_need_naoh_s,derived,executable,no,canonical,
V5_0330,flotation,1496,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"dose_need_{s,td_clean}",dose_need_TD_clean_s,"dose_need_{s,td_clean}=dose_need_TD_clean_s",dose_need_TD_clean_s,derived,executable,no,canonical,
V5_0331,flotation,1495,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"dose_need_{s,td_rough}",dose_need_TD_rough_s,"dose_need_{s,td_rough}=dose_need_TD_rough_s",dose_need_TD_rough_s,derived,executable,no,canonical,
V5_0332,global,146,2. 全局变量分类 / 2.1 外生变量,dr_carb_i,theta_carb*(r_carb_target_i-r_carb_i)*dt + sigma_carb*dW_carb_i,dr_carb_i = theta_carb*(r_carb_target_i-r_carb_i)*dt + sigma_carb*dW_carb_i,theta_carb;r_carb_target_i;r_carb_i;sigma_carb;dW_carb_i,derived,definition,no,canonical,
V5_0334,flotation,1600,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"entrainment_factor_{s,c}","e0_c+e_f25_c*f25_s+e_clay_c*clay_s+e_C_c*C_s+e_mu_c*max(mu_slurry_s-mu_ref,0)","entrainment_factor_{s,c}=e0_c+e_f25_c*f25_s+e_clay_c*clay_s+e_C_c*C_s+e_mu_c*max(mu_slurry_s-mu_ref,0)",e0_c;e_f25_c;f25_s;e_clay_c;clay_s;e_C_c;C_s;e_mu_c;mu_slurry_s;mu_ref,derived,executable,no,canonical,
V5_0335,flotation,1512,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,event_k6_refill_s,1 if L_k6_s<L_refill_low else 0,event_k6_refill_s = 1 if L_k6_s<L_refill_low else 0,L_k6_s;L_refill_low,derived,executable,no,canonical,
V5_0336,boundary,334,4. 入口边界因果模型 / ,f25_i,"F(25e-6;d80_i,n_rr)","f25_i=F(25e-6;d80_i,n_rr)",e;d80_i;n_rr,derived,executable,no,canonical,
V5_0337,boundary,408,4. 入口边界因果模型 / ,f25_mixed,"sum_i(M_solid_i*f25_i)/max(M_solid_mixed,eps)","f25_mixed = sum_i(M_solid_i*f25_i)/max(M_solid_mixed,eps)",M_solid_i;f25_i;M_solid_mixed,derived,executable,no,canonical,
V5_0340,tower_mill,1386,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,f_oil_pump,f_oil_pump_sp+(f_oil_pump_prev-f_oil_pump_sp)*exp(-dt/tau_oil_pump),f_oil_pump = f_oil_pump_sp+(f_oil_pump_prev-f_oil_pump_sp)*exp(-dt/tau_oil_pump),f_oil_pump_sp;f_oil_pump_prev;tau_oil_pump,derived,executable,no,canonical,
V5_0341,tower_mill,1385,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,f_oil_pump_sp,"clip(f_oil_nom+K_oil_T*max(T_oil-T_oil_sp,0)+K_oil_P*(P_mech-P_ref)/max(P_ref,eps),f_oil_min,f_oil_max)","f_oil_pump_sp = clip(f_oil_nom+K_oil_T*max(T_oil-T_oil_sp,0)+K_oil_P*(P_mech-P_ref)/max(P_ref,eps),f_oil_min,f_oil_max)",f_oil_nom;K_oil_T;T_oil;T_oil_sp;K_oil_P;P_mech;P_ref;f_oil_min;f_oil_max,setpoint,executable,no,canonical,
V5_0342,tower_mill,1402,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,f_ov_pump_sp,"clip(f_ov_nom+K_ov_L*(L_ov_pool-L_ov_sp),f_ov_min,f_ov_max)","f_ov_pump_sp = clip(f_ov_nom+K_ov_L*(L_ov_pool-L_ov_sp),f_ov_min,f_ov_max)",f_ov_nom;K_ov_L;L_ov_pool;L_ov_sp;f_ov_min;f_ov_max,setpoint,executable,no,canonical,
V5_0343,flotation,1638,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"f_pool_sp_{s,k}","clip(f_pool_nom_k+Kpool_L_k*(L_pool_{s,k}-L_pool_sp_k),f_pool_min_k,f_pool_max_k)","f_pool_sp_{s,k}=clip(f_pool_nom_k+Kpool_L_k*(L_pool_{s,k}-L_pool_sp_k),f_pool_min_k,f_pool_max_k)","f_pool_nom_k;Kpool_L_k;L_pool_{s,k};L_pool_sp_k;f_pool_min_k;f_pool_max_k",derived,executable,no,canonical,
V5_0344,flotation,1639,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"f_pool_{s,k}","f_pool_sp_{s,k}+(f_pool_prev_{s,k}-f_pool_sp_{s,k})*exp(-dt/tau_pool_pump_k)","f_pool_{s,k}=f_pool_sp_{s,k}+(f_pool_prev_{s,k}-f_pool_sp_{s,k})*exp(-dt/tau_pool_pump_k)","f_pool_sp_{s,k};f_pool_prev_{s,k};tau_pool_pump_k",derived,executable,no,canonical,
V5_0345,magnetic,1236,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,f_pul,f_pul_sp+(f_pul_prev-f_pul_sp)*exp(-dt/tau_pul_act),f_pul = f_pul_sp+(f_pul_prev-f_pul_sp)*exp(-dt/tau_pul_act),f_pul_sp;f_pul_prev;tau_pul_act,derived,executable,no,canonical,
V5_0346,magnetic,1234,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,f_pul_sp,"clip(f_pul_nom+Kcoarse_pul*(1-F325)+Kclay_pul*clay+Kslime_pul*f25+Kload_pul*(Q_feed-Q_ref)/max(Q_ref,eps),f_pul_min,f_pul_max)","f_pul_sp = clip(f_pul_nom+Kcoarse_pul*(1-F325)+Kclay_pul*clay+Kslime_pul*f25+Kload_pul*(Q_feed-Q_ref)/max(Q_ref,eps),f_pul_min,f_pul_max)",f_pul_nom;Kcoarse_pul;F325;Kclay_pul;clay;Kslime_pul;f25;Kload_pul;Q_feed;Q_ref;f_pul_min;f_pul_max,setpoint,executable,no,canonical,
V5_0347,tower_mill,1314,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,f_pump,f_pump_sp+(f_pump_prev-f_pump_sp)*exp(-dt/tau_pump_act),f_pump = f_pump_sp+(f_pump_prev-f_pump_sp)*exp(-dt/tau_pump_act),f_pump_sp;f_pump_prev;tau_pump_act,derived,executable,no,canonical,
