formula_id,line,h2,h3,block_start_line,fence_lang,lhs,rhs_excerpt,formula_line
F0071_1314,1314,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,f_pump,f_pump_sp+(f_pump_prev-f_pump_sp)*exp(-dt/tau_pump_act),f_pump = f_pump_sp+(f_pump_prev-f_pump_sp)*exp(-dt/tau_pump_act)
F0071_1315,1315,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,Q_pump,"k_pump*f_pump*(1-exp(-max(L_pool,0)/max(L_min_safe,eps)))*health_pump","Q_pump = k_pump*f_pump*(1-exp(-max(L_pool,0)/max(L_min_safe,eps)))*health_pump"
F0071_1316,1316,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,P_cyc,"clip(kP*rho_feed*(Q_pump/max(N_cyc_on,1))^2,P_min,P_max)","P_cyc = clip(kP*rho_feed*(Q_pump/max(N_cyc_on,1))^2,P_min,P_max)"
F0071_1317,1317,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,I_pump_phys,I0_pump+kf_pump*f_pump^2+kQ_pump*Q_pump+krho_pump*rho_feed+kmu_pump*mu_feed+kP_pump*P_cyc,I_pump_phys = I0_pump+kf_pump*f_pump^2+kQ_pump*Q_pump+krho_pump*rho_feed+kmu_pump*mu_feed+kP_pump*P_cyc
F0071_1319,1319,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,u_water_sp,"clip(u_water_nom+K_C_water*(C_sp-C_feed)+K_L_water*(L_sp-L_pool),0,1)","u_water_sp = clip(u_water_nom+K_C_water*(C_sp-C_feed)+K_L_water*(L_sp-L_pool),0,1)"
F0071_1320,1320,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,u_water,u_water_sp+(u_water_prev-u_water_sp)*exp(-dt/tau_water_valve),u_water = u_water_sp+(u_water_prev-u_water_sp)*exp(-dt/tau_water_valve)
F0071_1321,1321,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,Q_water_phys,"Cv_water*u_water*sqrt(max(water_pressure,0))","Q_water_phys = Cv_water*u_water*sqrt(max(water_pressure,0))"
F0071_1323,1323,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,circulating_load_lag,"delay(circulating_load,L_sand_control)","circulating_load_lag = delay(circulating_load,L_sand_control)"
F0071_1324,1324,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,u_sand_sp,"clip(u_sand_nom+K_C_sand*(C_sand-C_sand_sp)+K_CL_sand*(circulating_load_lag-CL_ref)+PRBS_sand,0,1)","u_sand_sp = clip(u_sand_nom+K_C_sand*(C_sand-C_sand_sp)+K_CL_sand*(circulating_load_lag-CL_ref)+PRBS_sand,0,1)"
F0071_1325,1325,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,u_sand,u_sand_sp+(u_sand_prev-u_sand_sp)*exp(-dt/tau_sand_valve),u_sand = u_sand_sp+(u_sand_prev-u_sand_sp)*exp(-dt/tau_sand_valve)
F0071_1326,1326,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,Q_sand_water_phys,"Cv_sand*u_sand*sqrt(max(water_pressure,0))","Q_sand_water_phys = Cv_sand*u_sand*sqrt(max(water_pressure,0))"
F0071_1328,1328,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,d50,"d50_ref*(P_ref/max(P_cyc,eps))^aP*(C_feed/C_ref)^aC*(mu_feed/mu_ref)^amu","d50 = d50_ref*(P_ref/max(P_cyc,eps))^aP*(C_feed/C_ref)^aC*(mu_feed/mu_ref)^amu"
F0071_1329,1329,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,alpha_ov,"clip( sigmoid(kF*(F325_feed-F325_ref)+kP*(P_cyc-P_ref)-kC*(C_feed-C_ref)-kmu*(mu_feed-mu_ref)), 0,1)","alpha_ov = clip( sigmoid(kF*(F325_feed-F325_ref)+kP*(P_cyc-P_ref)-kC*(C_feed-C_ref)-kmu*(mu_feed-mu_ref)), 0,1)"
F0071_1333,1333,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,M_tm_overflow_solid,feed_solid*alpha_ov,M_tm_overflow_solid = feed_solid*alpha_ov
F0071_1334,1334,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,M_tm_sand_solid,feed_solid-M_tm_overflow_solid,M_tm_sand_solid = feed_solid-M_tm_overflow_solid
F0071_1335,1335,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,M_sand,M_tm_sand_solid,M_sand = M_tm_sand_solid
F0071_1336,1336,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,alpha_ov_water,"clip(alpha_ov*k_water_split,0,1)","alpha_ov_water = clip(alpha_ov*k_water_split,0,1)"
F0071_1337,1337,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,M_tm_overflow_water,feed_water*alpha_ov_water,M_tm_overflow_water = feed_water*alpha_ov_water
F0071_1338,1338,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,M_tm_sand_water,feed_water-M_tm_overflow_water,M_tm_sand_water = feed_water-M_tm_overflow_water
F0071_1339,1339,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,Q_overflow,M_tm_overflow_solid/rho_solid_mix + M_tm_overflow_water/rho_water,Q_overflow = M_tm_overflow_solid/rho_solid_mix + M_tm_overflow_water/rho_water
F0071_1340,1340,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,rho_overflow,"(M_tm_overflow_solid+M_tm_overflow_water)/max(Q_overflow,eps)","rho_overflow = (M_tm_overflow_solid+M_tm_overflow_water)/max(Q_overflow,eps)"
F0071_1341,1341,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,Q_tm_overflow,Q_overflow,Q_tm_overflow = Q_overflow
F0071_1342,1342,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,rho_tm_overflow,rho_overflow,rho_tm_overflow = rho_overflow
F0071_1343,1343,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,M_overflow,M_tm_overflow_solid,M_overflow = M_tm_overflow_solid
F0071_1345,1345,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,F325_overflow,"clip(F325_feed*k_fine_enrich/max(alpha_ov,eps),F325_feed,1.0)","F325_overflow = clip(F325_feed*k_fine_enrich/max(alpha_ov,eps),F325_feed,1.0)"
F0071_1346,1346,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,Liberation_fe_overflow,"clip(Liberation_fe_feed*k_lib_fe_enrich,Liberation_fe_feed,1.0)","Liberation_fe_overflow = clip(Liberation_fe_feed*k_lib_fe_enrich,Liberation_fe_feed,1.0)"
F0071_1347,1347,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,Liberation_gangue_overflow,"clip(Liberation_gangue_feed*k_lib_g_enrich,Liberation_gangue_feed,1.0)","Liberation_gangue_overflow = clip(Liberation_gangue_feed*k_lib_g_enrich,Liberation_gangue_feed,1.0)"
F0071_1348,1348,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,F325_sand,"clip((F325_feed-F325_overflow*alpha_ov)/max(1-alpha_ov,eps),0,F325_feed)","F325_sand = clip((F325_feed-F325_overflow*alpha_ov)/max(1-alpha_ov,eps),0,F325_feed)"
F0071_1349,1349,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,Liberation_fe_sand,"clip((Liberation_fe_feed-Liberation_fe_overflow*alpha_ov)/max(1-alpha_ov,eps),0,Liberation_fe_feed)","Liberation_fe_sand = clip((Liberation_fe_feed-Liberation_fe_overflow*alpha_ov)/max(1-alpha_ov,eps),0,Liberation_fe_feed)"
F0071_1350,1350,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,Liberation_gangue_sand,"clip((Liberation_gangue_feed-Liberation_gangue_overflow*alpha_ov)/max(1-alpha_ov,eps),0,Liberation_gangue_feed)","Liberation_gangue_sand = clip((Liberation_gangue_feed-Liberation_gangue_overflow*alpha_ov)/max(1-alpha_ov,eps),0,Liberation_gangue_feed)"
F0071_1351,1351,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,T_slurry_overflow,"T_slurry_feed-k_cool_cyc*max(T_slurry_feed-T_amb,0)","T_slurry_overflow = T_slurry_feed-k_cool_cyc*max(T_slurry_feed-T_amb,0)"
F0071_1352,1352,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,T_tm_overflow,T_slurry_overflow,T_tm_overflow = T_slurry_overflow
F0071_1353,1353,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,T_slurry_sand,"T_slurry_feed-k_cool_sand*max(T_slurry_feed-T_amb,0)","T_slurry_sand = T_slurry_feed-k_cool_sand*max(T_slurry_feed-T_amb,0)"
F0071_1354,1354,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,WI_sand,WI_feed,WI_sand = WI_feed
F0071_1356,1356,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,inst_circ_load,"M_sand/max(M_overflow,eps)","inst_circ_load = M_sand/max(M_overflow,eps)"
F0071_1357,1357,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,circulating_load,"clip(inst_circ_load,0.0,5.0)","circulating_load = clip(inst_circ_load,0.0,5.0)"
F0071_1358,1358,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,M_mill_water_in,M_tm_sand_water+Q_sand_water_phys*rho_water,M_mill_water_in = M_tm_sand_water+Q_sand_water_phys*rho_water
F0071_1359,1359,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,C_mill,"M_sand/max(M_sand+M_mill_water_in,eps)","C_mill = M_sand/max(M_sand+M_mill_water_in,eps)"
F0071_1360,1360,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,WI_mill,WI_sand,WI_mill = WI_sand
F0071_1363,1363,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,grind_difficulty,kWI*(WI_mill-WI_ref) + kcoarse*(1-F325_sand) + kC*(C_mill-C_opt)^2 + kmu*(mu_feed-mu_ref) + kCL*(circulating_load-CL_ref),grind_difficulty = kWI*(WI_mill-WI_ref) + kcoarse*(1-F325_sand) + kC*(C_mill-C_opt)^2 + kmu*(mu_feed-mu_ref) + kCL*(circulating_load-CL_ref)
F0071_1369,1369,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,P_mech_ss,P_idle+P_media+kM*M_sand*(1+grind_difficulty),P_mech_ss = P_idle+P_media+kM*M_sand*(1+grind_difficulty)
F0071_1370,1370,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,P_mech,P_mech_ss+(P_mech_prev-P_mech_ss)*exp(-dt/tau_P),P_mech = P_mech_ss+(P_mech_prev-P_mech_ss)*exp(-dt/tau_P)
F0071_1371,1371,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,I_tm_phys,P_mech/(sqrt(3)*V_motor*pf*eta),I_tm_phys = P_mech/(sqrt(3)*V_motor*pf*eta)
F0071_1373,1373,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,E_spec,"P_mech/max(M_sand,eps)","E_spec = P_mech/max(M_sand,eps)"
F0071_1374,1374,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,F325_discharge_inst,"clip(F325_sand+kE*log1p(E_spec/max(WI_mill,eps))-k_over*f25,0,1)","F325_discharge_inst = clip(F325_sand+kE*log1p(E_spec/max(WI_mill,eps))-k_over*f25,0,1)"
F0071_1375,1375,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,Liberation_fe_discharge_inst,"clip(Liberation_fe_sand+k_lib_fe*(E_spec/max(WI_mill,eps))*liberation_potential*(1-Liberation_fe_sand),0,1)","Liberation_fe_discharge_inst = clip(Liberation_fe_sand+k_lib_fe*(E_spec/max(WI_mill,eps))*liberation_potential*(1-Liberation_fe_sand),0,1)"
F0071_1376,1376,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,Liberation_gangue_discharge_inst,"clip(Liberation_gangue_sand+k_lib_g*(E_spec/max(WI_mill,eps))*liberation_potential*(1-Liberation_gangue_sand),0,1)","Liberation_gangue_discharge_inst = clip(Liberation_gangue_sand+k_lib_g*(E_spec/max(WI_mill,eps))*liberation_potential*(1-Liberation_gangue_sand),0,1)"
F0071_1377,1377,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,delta_T_mill,"P_mech*k_heat_conv/max(Q_pump*rho_feed*Cp_slurry,eps)","delta_T_mill = P_mech*k_heat_conv/max(Q_pump*rho_feed*Cp_slurry,eps)"
F0071_1378,1378,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,T_slurry_discharge_inst,"T_slurry_sand+delta_T_mill-k_cool_pipe*max(T_slurry_sand-T_amb,0)","T_slurry_discharge_inst = T_slurry_sand+delta_T_mill-k_cool_pipe*max(T_slurry_sand-T_amb,0)"
F0071_1379,1379,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,F325_discharge,"F325_discharge_prev+(dt/max(tau_mill_residence,eps))*(F325_discharge_inst-F325_discharge_prev)","F325_discharge = F325_discharge_prev+(dt/max(tau_mill_residence,eps))*(F325_discharge_inst-F325_discharge_prev)"
F0071_1380,1380,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,Liberation_fe_discharge,"Liberation_fe_discharge_prev+(dt/max(tau_mill_residence,eps))*(Liberation_fe_discharge_inst-Liberation_fe_discharge_prev)","Liberation_fe_discharge = Liberation_fe_discharge_prev+(dt/max(tau_mill_residence,eps))*(Liberation_fe_discharge_inst-Liberation_fe_discharge_prev)"
F0071_1381,1381,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,Liberation_gangue_discharge,"Liberation_gangue_discharge_prev+(dt/max(tau_mill_residence,eps))*(Liberation_gangue_discharge_inst-Liberation_gangue_discharge_prev)","Liberation_gangue_discharge = Liberation_gangue_discharge_prev+(dt/max(tau_mill_residence,eps))*(Liberation_gangue_discharge_inst-Liberation_gangue_discharge_prev)"
F0071_1382,1382,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,T_slurry_discharge,"T_slurry_discharge_prev+(dt/max(tau_mill_residence,eps))*(T_slurry_discharge_inst-T_slurry_discharge_prev)","T_slurry_discharge = T_slurry_discharge_prev+(dt/max(tau_mill_residence,eps))*(T_slurry_discharge_inst-T_slurry_discharge_prev)"
F0071_1383,1383,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,WI_discharge,WI_mill,WI_discharge = WI_mill
F0071_1385,1385,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,f_oil_pump_sp,"clip(f_oil_nom+K_oil_T*max(T_oil-T_oil_sp,0)+K_oil_P*(P_mech-P_ref)/max(P_ref,eps),f_oil_min,f_oil_max)","f_oil_pump_sp = clip(f_oil_nom+K_oil_T*max(T_oil-T_oil_sp,0)+K_oil_P*(P_mech-P_ref)/max(P_ref,eps),f_oil_min,f_oil_max)"
F0071_1386,1386,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,f_oil_pump,f_oil_pump_sp+(f_oil_pump_prev-f_oil_pump_sp)*exp(-dt/tau_oil_pump),f_oil_pump = f_oil_pump_sp+(f_oil_pump_prev-f_oil_pump_sp)*exp(-dt/tau_oil_pump)
F0071_1387,1387,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,oil_flow,k_oil_pump*f_oil_pump*health_oil_pump,oil_flow = k_oil_pump*f_oil_pump*health_oil_pump
F0071_1388,1388,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,u_oil_cooler_sp,"clip(u_oil_cooler_nom+K_cool_T*(T_oil-T_oil_sp),0,1)","u_oil_cooler_sp = clip(u_oil_cooler_nom+K_cool_T*(T_oil-T_oil_sp),0,1)"
F0071_1389,1389,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,u_oil_cooler,u_oil_cooler_sp+(u_oil_cooler_prev-u_oil_cooler_sp)*exp(-dt/tau_oil_cooler),u_oil_cooler = u_oil_cooler_sp+(u_oil_cooler_prev-u_oil_cooler_sp)*exp(-dt/tau_oil_cooler)
F0071_1390,1390,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,oil_cooling_flow,"k_oil_cooler*u_oil_cooler*sqrt(max(cooling_water_pressure,0))","oil_cooling_flow = k_oil_cooler*u_oil_cooler*sqrt(max(cooling_water_pressure,0))"
F0071_1391,1391,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,T_oil_ss,T_amb+kP_oil*P_mech-kcool_oil*oil_cooling_flow,T_oil_ss = T_amb+kP_oil*P_mech-kcool_oil*oil_cooling_flow
F0071_1392,1392,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,T_oil,T_oil_ss+(T_oil_prev-T_oil_ss)*exp(-dt/tau_oil),T_oil = T_oil_ss+(T_oil_prev-T_oil_ss)*exp(-dt/tau_oil)
F0071_1393,1393,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,T_oil_out,T_oil-k_oil_delta*oil_flow+k_oil_heat*P_mech,T_oil_out = T_oil-k_oil_delta*oil_flow+k_oil_heat*P_mech
F0071_1394,1394,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,T_bearing1,T_amb+kbrg1*P_mech+kb_mu1*mu_feed+event_bearing1_fault*delta_fault,T_bearing1 = T_amb+kbrg1*P_mech+kb_mu1*mu_feed+event_bearing1_fault*delta_fault
F0071_1395,1395,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,T_bearing2,T_amb+kbrg2*P_mech+kb_mu2*mu_feed+event_bearing2_fault*delta_fault,T_bearing2 = T_amb+kbrg2*P_mech+kb_mu2*mu_feed+event_bearing2_fault*delta_fault
F0071_1396,1396,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,T_stator_A_ss,T_amb+k_heat_A*I_tm_phys^2,T_stator_A_ss = T_amb+k_heat_A*I_tm_phys^2
F0071_1397,1397,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,T_stator_B_ss,T_amb+k_heat_B*I_tm_phys^2,T_stator_B_ss = T_amb+k_heat_B*I_tm_phys^2
F0071_1398,1398,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,T_stator_A,"T_stator_A_prev+(dt/max(tau_thermal_A,eps))*(T_stator_A_ss-T_stator_A_prev)","T_stator_A = T_stator_A_prev+(dt/max(tau_thermal_A,eps))*(T_stator_A_ss-T_stator_A_prev)"
F0071_1399,1399,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,T_stator_B,"T_stator_B_prev+(dt/max(tau_thermal_B,eps))*(T_stator_B_ss-T_stator_B_prev)","T_stator_B = T_stator_B_prev+(dt/max(tau_thermal_B,eps))*(T_stator_B_ss-T_stator_B_prev)"
F0071_1401,1401,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,dL_ov_pool/dt,(Q_overflow-Q_ov_pump)/A_ov_pool,dL_ov_pool/dt = (Q_overflow-Q_ov_pump)/A_ov_pool
F0071_1402,1402,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,f_ov_pump_sp,"clip(f_ov_nom+K_ov_L*(L_ov_pool-L_ov_sp),f_ov_min,f_ov_max)","f_ov_pump_sp = clip(f_ov_nom+K_ov_L*(L_ov_pool-L_ov_sp),f_ov_min,f_ov_max)"
F0071_1403,1403,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,Q_ov_pump,"k_ov*f_ov_pump_sp*sqrt(max(L_ov_pool,0))","Q_ov_pump = k_ov*f_ov_pump_sp*sqrt(max(L_ov_pool,0))"
F0071_1404,1404,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,I_ov_pump_phys,I0_ov+kf_ov*f_ov_pump_sp^2+kQ_ov*Q_ov_pump+krho_ov*rho_overflow,I_ov_pump_phys = I0_ov+kf_ov*f_ov_pump_sp^2+kQ_ov*Q_ov_pump+krho_ov*rho_overflow
F0072_1410,1410,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1409,text,agg_tm_cyclone_feed_pressure,meas(P_cyc),agg_tm_cyclone_feed_pressure = meas(P_cyc)
F0072_1411,1411,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1409,text,agg_tm_cyclone_feed_flow,meas(Q_pump),agg_tm_cyclone_feed_flow = meas(Q_pump)
F0072_1412,1412,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1409,text,agg_tm_cyclone_pump_freq,meas(f_pump),agg_tm_cyclone_pump_freq = meas(f_pump)
F0072_1413,1413,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1409,text,agg_tm_cyclone_pump_current,meas(I_pump_phys),agg_tm_cyclone_pump_current = meas(I_pump_phys)
F0072_1414,1414,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1409,text,agg_tm_cyclone_pool_level,meas(L_pool),agg_tm_cyclone_pool_level = meas(L_pool)
F0072_1415,1415,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1409,text,agg_tm_cyclone_pool_valve_setpoint,meas(u_water_sp),agg_tm_cyclone_pool_valve_setpoint = meas(u_water_sp)
F0072_1416,1416,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1409,text,MC1_FET503_AI,meas(Q_water_phys),MC1_FET503_AI = meas(Q_water_phys)
F0072_1417,1417,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1409,text,agg_tm_cyclone_sand_valve_setpoint,meas(u_sand_sp),agg_tm_cyclone_sand_valve_setpoint = meas(u_sand_sp)
F0072_1418,1418,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1409,text,agg_tm_cyclone_sand_valve_feedback,meas(u_sand),agg_tm_cyclone_sand_valve_feedback = meas(u_sand)
F0072_1419,1419,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1409,text,agg_tm_cyclone_sand_water_flow,meas(Q_sand_water_phys),agg_tm_cyclone_sand_water_flow = meas(Q_sand_water_phys)
F0072_1420,1420,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1409,text,agg_tm_motor_current,meas(I_tm_phys),agg_tm_motor_current = meas(I_tm_phys)
F0072_1421,1421,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1409,text,agg_tm_reducer_oil_temp,meas(T_oil),agg_tm_reducer_oil_temp = meas(T_oil)
F0072_1422,1422,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1409,text,agg_tm_reducer_outlet_temp,meas(T_oil_out),agg_tm_reducer_outlet_temp = meas(T_oil_out)
F0072_1423,1423,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1409,text,MC1_TM204_HDZC_1_WD_AI,meas(T_bearing1),MC1_TM204_HDZC_1_WD_AI = meas(T_bearing1)
F0072_1424,1424,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1409,text,MC1_TM206_HDZC_2_WD_AI,meas(T_bearing2),MC1_TM206_HDZC_2_WD_AI = meas(T_bearing2)
F0072_1425,1425,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1409,text,MC1_TM204_ZDJ_DZ_A_WD_AI,meas(T_stator_A),MC1_TM204_ZDJ_DZ_A_WD_AI = meas(T_stator_A)
F0072_1426,1426,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1409,text,MC1_TM206_ZDJ_DZ_B_WD_AI,meas(T_stator_B),MC1_TM206_ZDJ_DZ_B_WD_AI = meas(T_stator_B)
F0072_1427,1427,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1409,text,agg_tm_cyclone_overflow_pool_level,meas(L_ov_pool),agg_tm_cyclone_overflow_pool_level = meas(L_ov_pool)
F0072_1428,1428,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1409,text,agg_tm_overflow_pump_current,meas(I_ov_pump_phys),agg_tm_overflow_pump_current = meas(I_ov_pump_phys)
F0074_1446,1446,10. DCS 具体生成公式和代理防护,10.4 浮选 DCS 具体公式,1445,text,Q_NT_in_s,split_NT_s*Q_tm_overflow_delayed,Q_NT_in_s = split_NT_s*Q_tm_overflow_delayed
F0074_1447,1447,10. DCS 具体生成公式和代理防护,10.4 浮选 DCS 具体公式,1445,text,M_NT_in_solid_s,split_NT_s*M_tm_overflow_solid_delayed,M_NT_in_solid_s = split_NT_s*M_tm_overflow_solid_delayed
F0074_1448,1448,10. DCS 具体生成公式和代理防护,10.4 浮选 DCS 具体公式,1445,text,M_NT_in_water_s,split_NT_s*M_tm_overflow_water_delayed,M_NT_in_water_s = split_NT_s*M_tm_overflow_water_delayed
F0074_1449,1449,10. DCS 具体生成公式和代理防护,10.4 浮选 DCS 具体公式,1445,text,T_NT_in_s,"T_tm_overflow_delayed-k_cool_to_NT*max(T_tm_overflow_delayed-T_amb,0)","T_NT_in_s = T_tm_overflow_delayed-k_cool_to_NT*max(T_tm_overflow_delayed-T_amb,0)"
F0074_1451,1451,10. DCS 具体生成公式和代理防护,10.4 浮选 DCS 具体公式,1445,text,dM_NT_solid_s/dt,M_NT_in_solid_s-M_NT_under_solid_s-M_NT_over_solid_s,dM_NT_solid_s/dt = M_NT_in_solid_s-M_NT_under_solid_s-M_NT_over_solid_s
F0074_1452,1452,10. DCS 具体生成公式和代理防护,10.4 浮选 DCS 具体公式,1445,text,dV_NT_water_s/dt,Q_NT_in_water_s-Q_NT_under_water_s-Q_NT_over_water_s,dV_NT_water_s/dt = Q_NT_in_water_s-Q_NT_under_water_s-Q_NT_over_water_s
F0074_1453,1453,10. DCS 具体生成公式和代理防护,10.4 浮选 DCS 具体公式,1445,text,L_NT_s,(M_NT_solid_s/rho_solid_mix_s+V_NT_water_s)/A_NT_s,L_NT_s = (M_NT_solid_s/rho_solid_mix_s+V_NT_water_s)/A_NT_s
F0074_1455,1455,10. DCS 具体生成公式和代理防护,10.4 浮选 DCS 具体公式,1445,text,C_under_sp_s,"clip(C_NT_nom+Kbed_NT*(L_NT_s-L_NT_ref)+Kload_NT*(M_NT_in_solid_s-M_NT_ref),C_NT_min,C_NT_max)","C_under_sp_s = clip(C_NT_nom+Kbed_NT*(L_NT_s-L_NT_ref)+Kload_NT*(M_NT_in_solid_s-M_NT_ref),C_NT_min,C_NT_max)"
